,bankCode,bankName,accountTypeName,accountDscription,subscriptionPeriod,minSubscriptionBalance,maxSubscriptionBalance,interesRate,type,accountTypeCode
253,011,농협은행,NH왈츠회전예금 Ⅱ,월단위로 회전주기를 선택할 수 있고 회전주기마다 실세금리를 적용하는 개인전용 회전예금,12개월 이상,300만원 이상,제한없음,1.73,deposit,254
254,011,농협은행,정기예금,예치기간을 미리 약정하고 일정금액을 예입하는 거치식 예금,24개월이상,1천원이상,제한없음,0.9,deposit,255
255,A06,OSB저축은행,OSB회전식단리정기예금,"회전주기 매 년 시점의 정기예금 개월 금리에 
우대금리를 더해 자동회전되며 1 매 년 경과 후 
중도해지시 회전주기 완료기간은 약정이율이 적용되는 
중도해지 손실을 최소화한 장기운용상품 (변동금리 상품)",36 개월,100만원,제한없음,4.3,deposit,256
256,A06,OSB저축은행,OSB회전식복리정기예금,"회전주기 매 년 시점의 정기예금 개월 금리에 
우대금리를 더해 자동회전되며 1 매 년 경과 후 
중도해지시 회전주기 완료기간은 약정이율이 적용되는 
중도해지 손실을 최소화한 장기운용상품 (변동금리 상품)",36 개월,100만원,제한없음,4.3,deposit,257
257,011,농협은행,정기예금,예치기간을 미리 약정하고 일정금액을 예입하는 거치식 예금,1개월이상,1천원이상,제한없음,0.55,deposit,258
258,011,농협은행,정기예금,예치기간을 미리 약정하고 일정금액을 예입하는 거치식 예금,6개월이상,1천원이상,제한없음,0.75,deposit,259
259,011,농협은행,정기예금,예치기간을 미리 약정하고 일정금액을 예입하는 거치식 예금,12개월이상,1천원이상,제한없음,0.85,deposit,260
260,011,농협은행,정기예금,예치기간을 미리 약정하고 일정금액을 예입하는 거치식 예금,36개월,1천원이상,제한없음,1.1,deposit,261
261,011,농협은행,초장기회전예금,최장 15년까지 장기간 예치가 가능한 거치식 상품,12개월 이상,10만원이상,제한없음,1.2,deposit,262
262,020,우리은행,우리 SUPER 정기예금,"만기일을 일, 월 단위로 자유롭게 선택할 수 있으며 10년까지 자동 재예치가 가능한 다양한 기능을 갖춘 개인고객 대상 전용 정기예금",12개월 이상,1백만원 이상,제한없음,3.0,deposit,263
263,E05,센트럴저축은행,정기예금(복리식),목돈을 일정기간 동안 예치하고 안정적인 수익을 추구하는 거치식 예금상품,12개월,10만원 이상,제한없음,4.0,deposit,264
264,E05,센트럴저축은행,e-정기예금(단리식),일정기간을 정하여 자금을 예치하고 확정금리로 운영되는 상품,1개월 이상,10만원 이상,제한없음,2.0,deposit,265
265,088,신한은행,정기예금,목돈을 일정기간 동안 예치하여 안정적인 수익을 목적으로 하는 확정금리 예금상품,36개월 이상,1만원 이상,제한없음,2.75,deposit,266
266,F02,상상인플러스저축은행,e-정기예금_단기,"영업점 방문없이 인터넷/스마트폰을 이용해 개설이 가능하며, 일정기간동안 목돈을 예치하고 매월 또는 만기에 이자를 지급 받는 거치식 상품입니다",3개월이상,10만원이상,제한없음,2.31,deposit,267
267,E04,삼호저축은행,정기예금 단리식(인터넷-모바일),일정금액을 일정기간 동안 예치하여 월 단위 또는 예치기간이 만료되었을때 정해진 이자를 받는 상품,24개월 이상,10만원 이상,제한없음,3.7,deposit,268
268,088,신한은행,정기예금,목돈을 일정기간 동안 예치하여 안정적인 수익을 목적으로 하는 확정금리 예금상품,48개월 이상,1만원 이상,제한없음,2.8,deposit,269
269,A03,KB저축은행,정기예금,확정금리로 높은 수익을 누리는 정기예금,24개월 이상,100만원 이상,제한없음,2.4,deposit,270
270,032,부산은행,메리트정기예금,시장실세금리에 연동한 약정금리를 만기일까지 적용하는 확정금리 정기예금으로 단기 고금리 상품입,6개월 이상,5백만원,제한없음,2.45,deposit,271
271,037,전북은행,JB FUN 세이브 통장,예금 이자를 매월 선이자로 받아 재테크(적금 또는 펀드 적립),1개월 이상,2천만원 이상,제한없음,2.0,deposit,272
272,020,우리은행,정기예금,원하는 기간동안 자유롭게 목돈 굴리기,36개월,제한없음,제한없음,2.9,deposit,273
273,037,전북은행,JB FUN 세이브 통장,"예금 이자를 매월 선이자로 받아 재테크(적금 또는 펀드 적립)
",3개월 이상,2천만원 이상,제한없음,2.3,deposit,274
274,037,전북은행,JB FUN 세이브 통장,예금 이자를 매월 선이자로 받아 재테크(적금 또는 펀드 적립),6개월 이상,2천만원 이상,제한없음,2.5,deposit,275
275,032,부산은행,LIVE정기예금,특판 전용 정기예금,1개월 이상,1천만원,제한없음,2.15,deposit,276
276,037,전북은행,JB FUN 세이브 통장,예금 이자를 매월 선이자로 받아 재테크(적금 또는 펀드 적립),12개월 이상,2천만원 이상,제한없음,2.8,deposit,277
277,037,전북은행,JB FUN 세이브 통장,예금 이자를 매월 선이자로 받아 재테크(적금 또는 펀드 적립),24개월 이상,2천만원 이상,제한없음,2.9,deposit,278
278,037,전북은행,JB FUN 세이브 통장,예금 이자를 매월 선이자로 받아 재테크(적금 또는 펀드 적립),36개월,2천만원 이상,제한없음,2.95,deposit,279
279,A03,KB저축은행,KB e-plus정기예금,확정금리로 높은 수익을 누리는 온라인 가입전용 정기예금,3개월 이상,100만원 이상,제한없음,2.4,deposit,280
280,A03,KB저축은행,정기예금,확정금리로 높은 수익을 누리는 정기예금,3개월 이상,100만원 이상,제한없음,2.3,deposit,281
281,A03,KB저축은행,정기예금,확정금리로 높은 수익을 누리는 정기예금,12개월 이상,100만원 이상,제한없음,3.7,deposit,282
282,A03,KB저축은행,KB e-plus정기예금,확정금리로 높은 수익을 누리는 온라인 가입전용 정기예금,6개월 이상,100만원 이상,제한없음,2.6,deposit,283
283,A03,KB저축은행,KB e-plus정기예금,확정금리로 높은 수익을 누리는 온라인 가입전용 정기예금,12개월 이상,100만원 이상,제한없음,3.8,deposit,284
284,A03,KB저축은행,KB e-plus정기예금,확정금리로 높은 수익을 누리는 온라인 가입전용 정기예금,24개월 이상,100만원 이상,제한없음,2.5,deposit,285
285,A05,OK저축은행,중도해지OK정기예금6,6개월 이상 단기 여유자금 운용에 유용한 목돈 굴리기 상품,12개월,10만원 이상,1억원 이하,2.5,deposit,286
286,A05,OK저축은행,중도해지OK정기예금369,하루만 맡겨도 약정금리(3개월 단위 변동금리)가 적용되는 목돈 굴리기 상품,36개월,10만원 이상,제한없음,3.5,deposit,287
287,A18,유안타저축은행,정기예금(단리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 월단위 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (창구 전용상품)",1개월 이상,10만원 이상,제한없음,2.0,deposit,288
288,A18,유안타저축은행,정기예금(단리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 월단위 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (창구 전용상품)",3개월 이상,10만원 이상,제한없음,2.5,deposit,289
289,A18,유안타저축은행,정기예금(단리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 월단위 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (창구 전용상품)",6개월 이상,10만원 이상,제한없음,3.2,deposit,290
290,A18,유안타저축은행,정기예금(단리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 월단위 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (창구 전용상품)",12개월 이상,10만원 이상,제한없음,4.35,deposit,291
291,A18,유안타저축은행,정기예금(단리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 월단위 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (창구 전용상품)",18개월 이상,10만원 이상,제한없음,4.2,deposit,292
292,A18,유안타저축은행,정기예금(단리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 월단위 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (창구 전용상품)",24개월 이상,10만원 이상,제한없음,4.05,deposit,293
293,A18,유안타저축은행,정기예금(단리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 월단위 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (창구 전용상품)",30개월 이상,10만원 이상,제한없음,3.75,deposit,294
294,A18,유안타저축은행,정기예금(복리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 예치기간이 만료되었을 때 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (창구 전용상품)",1개월 이상,10만원 이상,제한없음,2.0,deposit,295
295,A18,유안타저축은행,정기예금(복리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 예치기간이 만료되었을 때 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (창구 전용상품)",3개월 이상,10만원 이상,제한없음,2.5,deposit,296
296,A18,유안타저축은행,정기예금(복리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 예치기간이 만료되었을 때 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (창구 전용상품)",6개월 이상,10만원 이상,제한없음,3.2,deposit,297
297,A18,유안타저축은행,정기예금(복리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 예치기간이 만료되었을 때 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (창구 전용상품)",12개월 이상,10만원 이상,제한없음,4.35,deposit,298
298,A18,유안타저축은행,정기예금(복리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 예치기간이 만료되었을 때 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (창구 전용상품)",18개월 이상,10만원 이상,제한없음,4.2,deposit,299
299,A18,유안타저축은행,정기예금(복리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 예치기간이 만료되었을 때 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (창구 전용상품)",24개월 이상,10만원 이상,제한없음,4.05,deposit,300
300,A18,유안타저축은행,정기예금(복리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 예치기간이 만료되었을 때 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (창구 전용상품)",30개월 이상,10만원 이상,제한없음,3.75,deposit,301
301,A18,유안타저축은행,e-정기예금(단리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 월단위 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (인터넷, 스마트폰 전용 상품)",1개월 이상,10만원 이상,제한없음,2.0,deposit,302
302,A18,유안타저축은행,e-정기예금(단리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 월단위 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (인터넷, 스마트폰 전용 상품)",3개월 이상,10만원 이상,제한없음,2.5,deposit,303
303,A18,유안타저축은행,e-정기예금(단리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 월단위 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (인터넷, 스마트폰 전용 상품)",6개월 이상,10만원 이상,제한없음,3.2,deposit,304
304,A18,유안타저축은행,e-정기예금(단리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 월단위 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (인터넷, 스마트폰 전용 상품)",12개월 이상,10만원 이상,제한없음,4.4,deposit,305
305,A18,유안타저축은행,e-정기예금(단리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 월단위 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (인터넷, 스마트폰 전용 상품)",18개월 이상,10만원 이상,제한없음,4.25,deposit,306
306,A18,유안타저축은행,e-정기예금(단리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 월단위 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (인터넷, 스마트폰 전용 상품)",24개월 이상,10만원 이상,제한없음,4.1,deposit,307
307,A18,유안타저축은행,e-정기예금(단리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 월단위 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (인터넷, 스마트폰 전용 상품)",30개월 이상,10만원 이상,제한없음,3.8,deposit,308
308,A18,유안타저축은행,e-정기예금(복리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 예치기간이 만료되었을 때 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (인터넷, 스마트폰 전용 상품)",1개월 이상,10만원 이상,제한없음,2.0,deposit,309
309,A18,유안타저축은행,e-정기예금(복리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 예치기간이 만료되었을 때 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (인터넷, 스마트폰 전용 상품)",3개월 이상,10만원 이상,제한없음,2.5,deposit,310
310,A18,유안타저축은행,e-정기예금(복리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 예치기간이 만료되었을 때 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (인터넷, 스마트폰 전용 상품)",6개월 이상,10만원 이상,제한없음,3.2,deposit,311
311,A18,유안타저축은행,e-정기예금(복리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 예치기간이 만료되었을 때 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (인터넷, 스마트폰 전용 상품)",12개월 이상,10만원 이상,제한없음,4.4,deposit,312
312,A18,유안타저축은행,e-정기예금(복리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 예치기간이 만료되었을 때 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (인터넷, 스마트폰 전용 상품)",18개월 이상,10만원 이상,제한없음,4.25,deposit,313
313,A18,유안타저축은행,e-정기예금(복리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 예치기간이 만료되었을 때 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (인터넷, 스마트폰 전용 상품)",24개월 이상,10만원 이상,제한없음,4.1,deposit,314
314,A18,유안타저축은행,e-정기예금(복리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 예치기간이 만료되었을 때 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (인터넷, 스마트폰 전용 상품)",30개월 이상,10만원 이상,제한없음,3.8,deposit,315
315,A18,유안타저축은행,SB톡톡 정기예금(단리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 월단위 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (SB톡톡(비대면) 전용 상품)",1개월 이상,10만원 이상,제한없음,2.0,deposit,316
316,A18,유안타저축은행,SB톡톡 정기예금(단리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 월단위 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (SB톡톡(비대면) 전용 상품)",3개월 이상,10만원 이상,제한없음,2.5,deposit,317
317,A18,유안타저축은행,SB톡톡 정기예금(단리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 월단위 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (SB톡톡(비대면) 전용 상품)",6개월 이상,10만원 이상,제한없음,3.2,deposit,318
318,A18,유안타저축은행,SB톡톡 정기예금(단리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 월단위 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (SB톡톡(비대면) 전용 상품)",12개월 이상,10만원 이상,제한없음,4.35,deposit,319
319,A18,유안타저축은행,SB톡톡 정기예금(단리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 월단위 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (SB톡톡(비대면) 전용 상품)",18개월 이상,10만원 이상,제한없음,4.2,deposit,320
320,A18,유안타저축은행,SB톡톡 정기예금(단리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 월단위 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (SB톡톡(비대면) 전용 상품)",24개월 이상,10만원 이상,제한없음,4.05,deposit,321
321,A18,유안타저축은행,SB톡톡 정기예금(단리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 월단위 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (SB톡톡(비대면) 전용 상품)",30개월 이상,10만원 이상,제한없음,3.75,deposit,322
322,A18,유안타저축은행,SB톡톡 정기예금(복리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 예치기간이 만료되었을 때 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (SB톡톡(비대면) 전용 상품)",1개월 이상,10만원 이상,제한없음,2.0,deposit,323
323,A18,유안타저축은행,SB톡톡 정기예금(복리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 예치기간이 만료되었을 때 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (SB톡톡(비대면) 전용 상품)",3개월 이상,10만원 이상,제한없음,2.5,deposit,324
324,A18,유안타저축은행,SB톡톡 정기예금(복리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 예치기간이 만료되었을 때 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (SB톡톡(비대면) 전용 상품)",6개월 이상,10만원 이상,제한없음,3.2,deposit,325
325,A18,유안타저축은행,SB톡톡 정기예금(복리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 예치기간이 만료되었을 때 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (SB톡톡(비대면) 전용 상품)",12개월 이상,10만원 이상,제한없음,4.35,deposit,326
326,A18,유안타저축은행,SB톡톡 정기예금(복리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 예치기간이 만료되었을 때 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (SB톡톡(비대면) 전용 상품)",18개월 이상,10만원 이상,제한없음,4.2,deposit,327
327,A18,유안타저축은행,SB톡톡 정기예금(복리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 예치기간이 만료되었을 때 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (SB톡톡(비대면) 전용 상품)",24개월 이상,10만원 이상,제한없음,4.05,deposit,328
328,A18,유안타저축은행,SB톡톡 정기예금(복리식),"일정금액을 일정기간을 정하여 저축은행에 예치하고, 예치기간이 만료되었을 때 정해진 이자를 지급하는 기한부 예금으로 목돈을 운용하기 적합한 상품 (SB톡톡(비대면) 전용 상품)",30개월 이상,10만원 이상,제한없음,3.75,deposit,329
329,A18,유안타저축은행,유안타 회전정기예금(단리식),"매 회전주기(1년) 마다 영업점 방문 없이 자동 회전되며, 회전되는 시기의 정기예금 금리에 우대금리를 드리는 상품. 중도해지 시에도
기간에 따른 약정이율을 제공하여 장기예치도 부담 없는 정기예금 (창구 전용상품)",36개월,10만원 이상,제한없음,4.4,deposit,330
330,A18,유안타저축은행,유안타 회전정기예금(복리식),"매 회전주기(1년) 마다 영업점 방문 없이 자동 회전되며, 회전되는 시기의 정기예금 금리에 우대금리를 드리는 상품. 중도해지 시에도
기간에 따른 약정이율을 제공하여 장기예치도 부담 없는 정기예금 (창구 전용상품)",36개월,10만원 이상,제한없음,4.4,deposit,331
331,A18,유안타저축은행,e-회전정기예금(단리식),"매 회전주기(1년) 마다 영업점 방문 없이 자동 회전되며, 회전되는 시기의 정기예금 금리에 우대금리를 드리는 상품. 중도해지 시에도
기간에 따른 약정이율을 제공하여 장기예치도 부담 없는 정기예금 (인터넷, 스마트폰 전용상품)",36개월,10만원 이상,제한없음,4.45,deposit,332
332,A18,유안타저축은행,e-회전정기예금(복리식),"매 회전주기(1년) 마다 영업점 방문 없이 자동 회전되며, 회전되는 시기의 정기예금 금리에 우대금리를 드리는 상품. 중도해지 시에도
기간에 따른 약정이율을 제공하여 장기예치도 부담 없는 정기예금 (인터넷, 스마트폰 전용상품)",36개월,10만원 이상,제한없음,4.45,deposit,333
333,A18,유안타저축은행,SB톡톡 회전정기예금(단리식),"매 회전주기(1년) 마다 영업점 방문 없이 자동 회전되며, 회전되는 시기의 정기예금 금리에 우대금리를 드리는 상품. 중도해지 시에도
기간에 따른 약정이율을 제공하여 장기예치도 부담 없는 정기예금 (SB톡톡(비대면) 전용 상품)",36개월,10만원 이상,제한없음,4.4,deposit,334
334,A18,유안타저축은행,SB톡톡 회전정기예금(복리식),"매 회전주기(1년) 마다 영업점 방문 없이 자동 회전되며, 회전되는 시기의 정기예금 금리에 우대금리를 드리는 상품. 중도해지 시에도
기간에 따른 약정이율을 제공하여 장기예치도 부담 없는 정기예금 (SB톡톡(비대면) 전용 상품)",36개월,10만원 이상,제한없음,4.4,deposit,335
335,E03,동양저축은행,정기예금(창구),"(단리식) 일정금액, 일정기간을 정하여 예치하고 매월 예입 응당일에 1회씩 단리로 이자를 지급받는 정기예금
(복리식) 일정금액, 일정기간을 정하여 예치하고 연단위 이자 수령(월복리식) 또는 해지시(중도,만기)정해진 이자와 함게 원리금을 지급받는 예금(중도해지 이자와 만기 후 이자는 단리적용)",1개월 이상,10만원 이상,제한없음,1.2,deposit,336
336,E03,동양저축은행,정기예금(창구),"(단리식) 일정금액, 일정기간을 정하여 예치하고 매월 예입 응당일에 1회씩 단리로 이자를 지급받는 정기예금
(복리식) 일정금액, 일정기간을 정하여 예치하고 연단위 이자 수령(월복리식) 또는 해지시(중도,만기)정해진 이자와 함게 원리금을 지급받는 예금(중도해지 이자와 만기 후 이자는 단리적용)",3개월 이상,10만원 이상,제한없음,2.0,deposit,337
337,E03,동양저축은행,정기예금(창구),"(단리식) 일정금액, 일정기간을 정하여 예치하고 매월 예입 응당일에 1회씩 단리로 이자를 지급받는 정기예금
(복리식) 일정금액, 일정기간을 정하여 예치하고 연단위 이자 수령(월복리식) 또는 해지시(중도,만기)정해진 이자와 함게 원리금을 지급받는 예금(중도해지 이자와 만기 후 이자는 단리적용)",6개월 이상,10만원 이상,제한없음,2.6,deposit,338
338,E03,동양저축은행,정기예금(창구),"(단리식) 일정금액, 일정기간을 정하여 예치하고 매월 예입 응당일에 1회씩 단리로 이자를 지급받는 정기예금
(복리식) 일정금액, 일정기간을 정하여 예치하고 연단위 이자 수령(월복리식) 또는 해지시(중도,만기)정해진 이자와 함게 원리금을 지급받는 예금(중도해지 이자와 만기 후 이자는 단리적용)",12개월 이상,10만원 이상,제한없음,4.4,deposit,339
339,E03,동양저축은행,정기예금(창구),"(단리식) 일정금액, 일정기간을 정하여 예치하고 매월 예입 응당일에 1회씩 단리로 이자를 지급받는 정기예금
(복리식) 일정금액, 일정기간을 정하여 예치하고 연단위 이자 수령(월복리식) 또는 해지시(중도,만기)정해진 이자와 함게 원리금을 지급받는 예금(중도해지 이자와 만기 후 이자는 단리적용)",24개월 이상,10만원 이상,제한없음,3.8,deposit,340
340,E05,센트럴저축은행,e-정기예금(단리식),일정기간을 정하여 자금을 예치하고 확정금리로 운영되는 상품,6개월 이상,10만원 이상,제한없음,2.3,deposit,341
341,E05,센트럴저축은행,정기예금(단리식),목돈을 일정기간 동안 예치하고 안정적인 수익을 추구하는 거치식 예금상품,12개월,10만원 이상,제한없음,4.0,deposit,342
342,E04,삼호저축은행,정기예금(복리식),일정금액을 일정기간 동안 예치하여 월 단위 또는 예치기간이 만료되었을때 정해진 이자를 받는 상품,6개월 이상,10만원 이상,제한없음,1.6,deposit,343
343,020,우리은행,정기예금,원하는 기간동안 자유롭게 목돈 굴리기,36개월 초과,제한없음,제한없음,3.0,deposit,344
344,D05,드림저축은행,"인터넷정기예금(단리식,1년이상)",고객님의 여유자금을 맡기시면 최고의 수익률을 보장하는 고수익 예금입니다. 매월 이자를 받으시는 단리식 정기예금.,15개월 이상,10만원 이상,제한없음,4.1,deposit,345
345,E04,삼호저축은행,정기예금(단리식),일정금액을 일정기간 동안 예치하여 월 단위 또는 예치기간이 만료되었을때 정해진 이자를 받는 상품,1개월 이상,10만원 이상,제한없음,1.5,deposit,346
346,E04,삼호저축은행,정기예금(단리식),일정금액을 일정기간 동안 예치하여 월 단위 또는 예치기간이 만료되었을때 정해진 이자를 받는 상품,6개월 이상,10만원 이상,제한없음,1.6,deposit,347
347,E04,삼호저축은행,정기예금(복리식),일정금액을 일정기간 동안 예치하여 월 단위 또는 예치기간이 만료되었을때 정해진 이자를 받는 상품,1개월 이상,10만원 이상,제한없음,1.5,deposit,348
348,E05,센트럴저축은행,정기예금(복리식),목돈을 일정기간 동안 예치하고 안정적인 수익을 추구하는 거치식 예금상품,1개월 이상,10만원 이상,제한없음,2.1,deposit,349
349,E04,삼호저축은행,정기예금(복리식),일정금액을 일정기간 동안 예치하여 월 단위 또는 예치기간이 만료되었을때 정해진 이자를 받는 상품,12개월 이상,10만원 이상,제한없음,3.8,deposit,350
350,E04,삼호저축은행,정기예금(복리식),일정금액을 일정기간 동안 예치하여 월 단위 또는 예치기간이 만료되었을때 정해진 이자를 받는 상품,24개월 이상,10만원 이상,제한없음,3.7,deposit,351
351,E04,삼호저축은행,정기예금 단리식(인터넷-모바일),일정금액을 일정기간 동안 예치하여 월 단위 또는 예치기간이 만료되었을때 정해진 이자를 받는 상품,1개월 이상,10만원 이상,제한없음,1.5,deposit,352
352,E04,삼호저축은행,정기예금 단리식(인터넷-모바일),일정금액을 일정기간 동안 예치하여 월 단위 또는 예치기간이 만료되었을때 정해진 이자를 받는 상품,6개월 이상,10만원 이상,제한없음,1.6,deposit,353
353,E04,삼호저축은행,정기예금 단리식(인터넷-모바일),일정금액을 일정기간 동안 예치하여 월 단위 또는 예치기간이 만료되었을때 정해진 이자를 받는 상품,12개월 이상,10만원 이상,제한없음,3.8,deposit,354
