,bankCode,bankName,accountTypeName,accountDscription,subscriptionPeriod,minSubscriptionBalance,maxSubscriptionBalance,interesRate,type,accountTypeCode
487,B05,부림저축은행,톡톡정기예금(복리식),"목돈을? 일정기간동안 예치하고? 원금과? 이자를? 함께? 받는? 목돈굴리기상품
 영업점을? 방문하지않고 ?가입이 가능한 상품입니다.? ? ? ?",12개월 이상,10만원,제한없음,3.9,deposit,488
488,B05,부림저축은행,톡톡정기예금(복리식),"목돈을? 일정기간동안 예치하고? 원금과? 이자를? 함께? 받는? 목돈굴리기상품
 영업점을? 방문하지않고 ?가입이 가능한 상품입니다.? ? ? ?",24개월,10만원,제한없음,2.9,deposit,489
489,B05,부림저축은행,정기예금(복리식),목돈을 일정기간동안 예치하고 원금과 이자를 함께 받는 목돈 굴리기 상품 (창구 전용),6개월 이상,10만원,제한없음,3.4,deposit,490
490,B05,부림저축은행,정기예금(단리식),목돈을 일정기간동안 예치하고 매월 이자를 받는 목돈 굴리기 상품 (창구 전용),1개월 이상,10만원,제한없음,2.0,deposit,491
491,B05,부림저축은행,정기예금(단리식),목돈을 일정기간동안 예치하고 매월 이자를 받는 목돈 굴리기 상품 (창구 전용),3개월 이상,10만원,제한없음,2.2,deposit,492
492,B05,부림저축은행,정기예금(단리식),목돈을 일정기간동안 예치하고 매월 이자를 받는 목돈 굴리기 상품 (창구 전용),6개월 이상,10만원,제한없음,3.4,deposit,493
493,B05,부림저축은행,정기예금(단리식),목돈을 일정기간동안 예치하고 매월 이자를 받는 목돈 굴리기 상품 (창구 전용),12개월 이상,10만원,제한없음,3.9,deposit,494
494,B05,부림저축은행,정기예금(단리식),목돈을 일정기간동안 예치하고 매월 이자를 받는 목돈 굴리기 상품 (창구 전용),24개월,10만원,제한없음,2.9,deposit,495
495,B05,부림저축은행,정기예금(복리식),목돈을 일정기간동안 예치하고 원금과 이자를 함께 받는 목돈 굴리기 상품 (창구 전용),12개월 이상,10만원,제한없음,3.9,deposit,496
496,B05,부림저축은행,정기예금(복리식),목돈을 일정기간동안 예치하고 원금과 이자를 함께 받는 목돈 굴리기 상품 (창구 전용),24개월,10만원,제한없음,2.9,deposit,497
497,003,기업은행,1석7조통장(정기예금),비대면채널 전용 거치식 상품으로 금리우대 혜택 제공,6개월이상,100만원 이상,제한없음,3.59,deposit,498
498,003,기업은행,1석7조통장(정기예금),비대면채널 전용 거치식 상품으로 금리우대 혜택 제공,12개월이상,100만원이상,제한없음,3.69,deposit,499
499,003,기업은행,1석7조통장(정기예금),비대면채널 전용 거치식 상품으로 금리우대 혜택 제공,24개월이상,100만원 이상,제한없음,3.92,deposit,500
500,003,기업은행,1석7조통장(정기예금),비대면채널 전용 거치식 상품으로 금리우대 혜택 제공,36개월,100만원 이상,제한없음,4.0,deposit,501
501,003,기업은행,실세금리정기예금,시장 실세금리를 반영한 이율이 적용되는 다양한 이자지급을 선택할 수 있는 정기예금,1개월이상,500만원 이상,제한없음,2.95,deposit,502
502,003,기업은행,실세금리정기예금,시장 실세금리를 반영한 이율이 적용되는 다양한 이자지급을 선택할 수 있는 정기예금,3개월이상,500만원 이상,제한없음,3.0,deposit,503
503,003,기업은행,실세금리정기예금,시장 실세금리를 반영한 이율이 적용되는 다양한 이자지급을 선택할 수 있는 정기예금,6개월이상,500만원 이상,제한없음,3.1,deposit,504
504,003,기업은행,실세금리정기예금,시장 실세금리를 반영한 이율이 적용되는 다양한 이자지급을 선택할 수 있는 정기예금,12개월이상,500만원 이상,제한없음,3.15,deposit,505
505,003,기업은행,실세금리정기예금,시장 실세금리를 반영한 이율이 적용되는 다양한 이자지급을 선택할 수 있는 정기예금,24개월이상,500만원 이상,제한없음,3.25,deposit,506
506,003,기업은행,실세금리정기예금,시장 실세금리를 반영한 이율이 적용되는 다양한 이자지급을 선택할 수 있는 정기예금,36개월,500만원 이상,제한없음,3.3,deposit,507
507,071,우체국,초록별사랑정기예금,"종이통장 미 발행, 탄소중립 실천, 환경지킴 서약 등 친환경 활동과 기부 활동 참여 시 우대혜택을 제공하는 정기예금",12개월,100만원이상,"5,000만원이하",2.35,deposit,508
508,071,우체국,우체국편리한e정기예금,"보너스 입금, 비상금 출금, 자동 재예치, 만기 자동해지 서비스로 편리한 목돈 활용이 가능한 디지털 정기예금",6개월이상,100만원이상,5.000만원이하,2.1,deposit,509
509,071,우체국,우체국편리한e정기예금,"보너스 입금, 비상금 출금, 자동 재예치, 만기 자동해지 서비스로 편리한 목돈 활용이 가능한 디지털 정기예금",9개월이상,100만원이상,5.000만원이하,2.15,deposit,510
510,071,우체국,우체국편리한e정기예금,"보너스 입금, 비상금 출금, 자동 재예치, 만기 자동해지 서비스로 편리한 목돈 활용이 가능한 디지털 정기예금",12개월,100만원이상,5.000만원이하,2.35,deposit,511
511,071,우체국,e-Postbank정기예금,500만원 이상 가입한 고객에게 우대이율을 제공하는 인터넷·스마트뱅킹 전용 정기예금 상품,6개월이상,500만원이상,제한없음,2.1,deposit,512
512,071,우체국,e-Postbank정기예금,500만원 이상 가입한 고객에게 우대이율을 제공하는 인터넷·스마트뱅킹 전용 정기예금 상품,9개월이상,500만원이상,제한없음,2.15,deposit,513
513,071,우체국,e-Postbank정기예금,500만원 이상 가입한 고객에게 우대이율을 제공하는 인터넷·스마트뱅킹 전용 정기예금 상품,12개월이상,500만원이상,제한없음,2.35,deposit,514
514,071,우체국,e-Postbank정기예금,500만원 이상 가입한 고객에게 우대이율을 제공하는 인터넷·스마트뱅킹 전용 정기예금 상품,24개월이상,500만원이상,제한없음,2.45,deposit,515
515,A17,웰컴저축은행,정기예금 (복리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,12개월이상,10만원이상,제한없음,4.0,deposit,516
516,F05,오투저축은행,e-정기예금,일정기간 동안 목돈을 예치하고 매월 이자를 지급 받는 거치식 상품,6개월이상,10만원이상,제한없음,3.5,deposit,517
517,F05,오투저축은행,비대면 정기예금(복리),일정기간 동안 목돈을 예치하고 만기에 이자를 지급하는 거치식 상품,3개월이상,10만원이상,제한없음,3.0,deposit,518
518,A17,웰컴저축은행,웰뱅 회전 e - 정기예금 (복리),회전주기(1년)마다 우대금리를 더해 자동 회전하는 정기예금,36개월,10만원이상,제한없음,4.0,deposit,519
519,A17,웰컴저축은행,웰뱅 회전 e - 정기예금 (단리),회전주기(1년)마다 우대금리를 더해 자동 회전하는 정기예금,36개월,10만원이상,제한없음,4.0,deposit,520
520,F05,오투저축은행,복리정기예금,일정기간 동안 목돈을 예치하고 만기에 이자를 지급 받는 거치식 상품,6개월이상,10만원이상,제한없음,3.5,deposit,521
521,F05,오투저축은행,e-복리정기예금,일정기간 동안 목돈을 예치하고 만기에 이자를 지급 받는 거치식 상품,3개월이상,10만원이상,제한없음,3.0,deposit,522
522,A17,웰컴저축은행,e - 정기예금 (단리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,1개월이상,10만원이상,제한없음,0.5,deposit,523
523,A17,웰컴저축은행,e - 정기예금 (단리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,3개월이상,10만원이상,제한없음,1.3,deposit,524
524,F02,상상인플러스저축은행,e-정기예금_단기,"영업점 방문없이 인터넷/스마트폰을 이용해 개설이 가능하며, 일정기간동안 목돈을 예치하고 매월 또는 만기에 이자를 지급 받는 거치식 상품입니다",6개월이상,10만원이상,제한없음,2.41,deposit,525
525,A23,하나저축,세바퀴정기예금,회전주기 (매1년) 마다 계약기간 이내에서 이자율 변동 및 이자를 지급하는 장기 정기예금,36개월,10만원이상,제한없음,3.76,deposit,526
526,A17,웰컴저축은행,e - 정기예금 (단리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,6개월이상,10만원이상,제한없음,2.5,deposit,527
527,A17,웰컴저축은행,e - 정기예금 (단리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,12개월이상,10만원이상,제한없음,4.0,deposit,528
528,A17,웰컴저축은행,e - 정기예금 (단리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,24개월이상,10만원이상,제한없음,3.5,deposit,529
529,A17,웰컴저축은행,e - 정기예금 (단리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,36개월,10만원이상,제한없음,3.5,deposit,530
530,A17,웰컴저축은행,e - 정기예금 (복리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,1개월이상,10만원이상,제한없음,0.5,deposit,531
531,A17,웰컴저축은행,e - 정기예금 (복리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,3개월이상,10만원이상,제한없음,1.3,deposit,532
532,A17,웰컴저축은행,e - 정기예금 (복리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,6개월이상,10만원이상,제한없음,2.5,deposit,533
533,A17,웰컴저축은행,e - 정기예금 (복리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,12개월이상,10만원이상,제한없음,4.0,deposit,534
534,A17,웰컴저축은행,e - 정기예금 (복리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,24개월이상,10만원이상,제한없음,3.5,deposit,535
535,A17,웰컴저축은행,e - 정기예금 (복리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,36개월,10만원이상,제한없음,3.5,deposit,536
536,A17,웰컴저축은행,웰뱅 회전 m - 정기예금 (복리),회전주기(1년)마다 우대금리를 더해 자동 회전하는 정기예금,36개월,10만원이상,제한없음,4.0,deposit,537
537,A17,웰컴저축은행,웰뱅 회전 m - 정기예금 (단리),회전주기(1년)마다 우대금리를 더해 자동 회전하는 정기예금,36개월,10만원이상,제한없음,4.0,deposit,538
538,A17,웰컴저축은행,m - 정기예금 (복리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,1개월이상,10만원이상,제한없음,0.5,deposit,539
539,A17,웰컴저축은행,m - 정기예금 (복리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,3개월이상,10만원이상,제한없음,1.3,deposit,540
540,A17,웰컴저축은행,m - 정기예금 (복리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,6개월이상,10만원 이상,제한없음,2.5,deposit,541
541,A17,웰컴저축은행,m - 정기예금 (복리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,12개월이상,10만원이상,제한없음,4.0,deposit,542
542,A17,웰컴저축은행,m - 정기예금 (복리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,24개월이상,10만원이상,제한없음,3.5,deposit,543
543,A17,웰컴저축은행,m - 정기예금 (복리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,36개월,10만원이상,제한없음,3.5,deposit,544
544,A17,웰컴저축은행,m - 정기예금 (단리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,1개월이상,10만원이상,제한없음,0.5,deposit,545
545,A17,웰컴저축은행,m - 정기예금 (단리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,3개월이상,10만원이상,제한없음,1.3,deposit,546
546,A17,웰컴저축은행,m - 정기예금 (단리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,6개월이상,10만원이상,제한없음,2.5,deposit,547
547,A17,웰컴저축은행,m - 정기예금 (단리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,12개월이상,10만원이상,제한없음,4.0,deposit,548
548,A17,웰컴저축은행,m - 정기예금 (단리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,24개월이상,10만원이상,제한없음,3.5,deposit,549
549,E05,센트럴저축은행,정기예금(단리식),목돈을 일정기간 동안 예치하고 안정적인 수익을 추구하는 거치식 예금상품,3개월 이상,10만원 이상,제한없음,2.2,deposit,550
550,D05,드림저축은행,톡톡 정기예금(복리식),고객님의 여유자금을 맡기시면 최고의 수익률을 보장하는 고수익 예금입니다. 매월 이자가 원금에 가산되어 만기시에 이자를 드리는 복리식 정기예금.,6개월 이상,10만원 이상,제한없음,3.2,deposit,551
551,D05,드림저축은행,톡톡 정기예금(복리식),고객님의 여유자금을 맡기시면 최고의 수익률을 보장하는 고수익 예금입니다. 매월 이자가 원금에 가산되어 만기시에 이자를 드리는 복리식 정기예금.,9개월 이상,10만원 이상,제한없음,3.2,deposit,552
552,D05,드림저축은행,톡톡 정기예금(복리식),고객님의 여유자금을 맡기시면 최고의 수익률을 보장하는 고수익 예금입니다. 매월 이자가 원금에 가산되어 만기시에 이자를 드리는 복리식 정기예금.,12개월 이상,10만원 이상,제한없음,4.3,deposit,553
553,A17,웰컴저축은행,웰뱅 회전 정기예금 (복리),회전주기(1년)마다 우대금리를 더해 자동 회전하는 정기예금,36개월,10만원이상,제한없음,4.0,deposit,554
554,A17,웰컴저축은행,웰뱅 회전 정기예금 (단리),회전주기(1년)마다 우대금리를 더해 자동 회전하는 정기예금,36개월,10만원이상,제한없음,4.0,deposit,555
555,D05,드림저축은행,톡톡 정기예금(복리식),고객님의 여유자금을 맡기시면 최고의 수익률을 보장하는 고수익 예금입니다. 매월 이자가 원금에 가산되어 만기시에 이자를 드리는 복리식 정기예금.,15개월 이상,10만원 이상,제한없음,4.1,deposit,556
556,A17,웰컴저축은행,정기예금 (복리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,24개월이상,10만원이상,제한없음,3.5,deposit,557
557,A17,웰컴저축은행,정기예금 (복리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,36개월,10만원이상,제한없음,3.5,deposit,558
558,A17,웰컴저축은행,정기예금 (단리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,1개월이상,10만원이상,제한없음,0.5,deposit,559
559,A17,웰컴저축은행,정기예금 (단리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,3개월이상,10만원이상,제한없음,1.3,deposit,560
560,A17,웰컴저축은행,정기예금 (단리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,6개월이상,10만원이상,제한없음,2.5,deposit,561
561,A17,웰컴저축은행,정기예금 (단리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,12개월이상,10만원이상,제한없음,4.0,deposit,562
562,A17,웰컴저축은행,정기예금 (단리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,24개월이상,10만원이상,제한없음,3.5,deposit,563
563,A17,웰컴저축은행,정기예금 (단리),여유자금을 일정기간 동안 확정금리로 예치하여 이자 수익을 얻을 수 있는 거치식 상품,36개월,10만원이상,제한없음,3.5,deposit,564
564,A22,푸른저축,장기 정기예금,금리 하락 시에도 안전한 확정금리 상품으로 고객님의 여유자금을 안전하게 운용할 수 있는 고금리 상품,25개월이상,10만원 이상,제한없음,4.1,deposit,565
565,F05,오투저축은행,비대면 정기예금(단리),일정기간 동안 목돈을 예치하고 만기에 이자를 지급하는 거치식 상품,3개월이상,10만원이상,제한없음,3.0,deposit,566
566,A23,하나저축,세바퀴정기예금,회전주기 (매1년) 마다 계약기간 이내에서 이자율 변동 및 이자를 지급하는 장기 정기예금,36개월,10만원이상,제한없음,3.7,deposit,567
567,003,기업은행,i-ONE 놀이터예금,스탬프 적립에 따라 우대금리를 제공하는 비대면전용 거치식예금 상품,3개월이상,1백만원 이상,3천만원까지,3.05,deposit,568
568,F01,대명저축은행,E-플러스 단리식(신규),일정금액을 일정기간동안 예치하여 월단위로 이자를 받는 상품으로 목돈 운용에 적합,6개월,10만원이상,제한없음,3.5,deposit,569
569,F01,대명저축은행,E-플러스 단리식(신규),일정금액을 일정기간동안 예치하여 월단위로 이자를 받는 상품으로 목돈운용에 적합,12개월,10만원이상,제한없음,3.8,deposit,570
570,F01,대명저축은행,E-플러스 복리식 (신규),일정금액을 일정기간동안 예치하여 만기시 이자를 받는 상품으로 목돈 운용에 적합,6개월,10만원이상,제한없음,3.5,deposit,571
571,F01,대명저축은행,E-플러스 복리식 (신규),일정금액을 일정기간동안 예치하여 만기시 이자를 받는 상품으로 목돈 운용에 적합,12개월,10만원이상,제한없음,3.8,deposit,572
572,F05,오투저축은행,비대면 정기예금(복리),일정기간 동안 목돈을 예치하고 만기에 이자를 지급하는 거치식 상품,6개월이상,10만원이상,제한없음,3.5,deposit,573
573,F02,상상인플러스저축은행,정기예금(비대면),영업점 방문없이 스마트폰을 이용해 개설이 가능하며 일정기긴동안 목돈을 예치하고 매월 또는 만기에 잊를 지급받는 거치식상품입니다,12개월이상,10만원이상,제한없음,4.0,deposit,574
574,F02,상상인플러스저축은행,정기예금 (비대면)_단기,"영업점 방문없이 스마트폰을 이용해 개설이 가능하며, 일정기간동안 목돈을 예치하고 매월 또는 만기에 이자를 지급 받는 거치식 상품입니다.",1개월이상,10만원이상,제한없음,2.21,deposit,575
575,F02,상상인플러스저축은행,정기예금(비대면),영업점 방문없이 스마트폰을 이용해 개설이 가능하며 일정기긴동안 목돈을 예치하고 매월 또는 만기에 잊를 지급받는 거치식상품입니다,24개월,10만원이상,제한없음,4.1,deposit,576
576,F02,상상인플러스저축은행,정기예금 (비대면)_단기,"영업점 방문없이 스마트폰을 이용해 개설이 가능하며, 일정기간동안 목돈을 예치하고 매월 또는 만기에 이자를 지급 받는 거치식 상품입니다.",3개월이상,10만원이상,제한없음,2.31,deposit,577
577,F02,상상인플러스저축은행,정기예금 (비대면)_단기,"영업점 방문없이 스마트폰을 이용해 개설이 가능하며, 일정기간동안 목돈을 예치하고 매월 또는 만기에 이자를 지급 받는 거치식 상품입니다.",6개월이상,10만원이상,제한없음,2.41,deposit,578
578,F02,상상인플러스저축은행,회전정기예금,일정기간동안 목돈을 예치하고 매월 또는 만기에 이자를 지급 받는 거치식 상품입니다.,12개월,10만원이상,제한없음,4.15,deposit,579
579,F02,상상인플러스저축은행,회전정기예금,일정기간동안 목돈을 예치하고 매월 또는 만기에 이자를 지급 받는 거치식 상품입니다.,12개월,10만원이상,제한없음,4.15,deposit,580
580,F02,상상인플러스저축은행,회전정기예금(비대면),"영업점 방문없이 스마트폰을 이용해 개설이 가능하며, 일정기간동안 목돈을 예치하고 매월 또는 만기에 이자를 지급 받는 거치식 상품입니다.",12개월,10만원이상,제한없음,4.2,deposit,581
581,F05,오투저축은행,정기예금,일정기간 동안목돈을 예치하고 만기에  이자를 지급 받는 거치식 상품,3개월이상,10만원이상,제한없음,3.0,deposit,582
582,F02,상상인플러스저축은행,회전정기예금,일정기간동안 목돈을 예치하고 매월 또는 만기에 이자를 지급 받는 거치식 상품입니다.,12개월,10만원이상,제한없음,4.15,deposit,583
583,F02,상상인플러스저축은행,회전정기예금,일정기간동안 목돈을 예치하고 매월 또는 만기에 이자를 지급 받는 거치식 상품입니다.,12개월,10만원이상,제한없음,4.15,deposit,584
584,F02,상상인플러스저축은행,회전정기예금(비대면),"영업점 방문없이 스마트폰을 이용해 개설이 가능하며, 일정기간동안 목돈을 예치하고 매월 또는 만기에 이자를 지급 받는 거치식 상품입니다.",12개월,10만원이상,제한없음,4.2,deposit,585
585,F02,상상인플러스저축은행,회전정기예금(비대면),"영업점 방문없이 스마트폰을 이용해 개설이 가능하며, 일정기간동안 목돈을 예치하고 매월 또는 만기에 이자를 지급 받는 거치식 상품입니다.",12개월,10만원이상,제한없음,4.2,deposit,586
586,F05,오투저축은행,복리정기예금,일정기간 동안 목돈을 예치하고 만기에 이자를 지급 받는 거치식 상품,12개월이상,10만원이상,제한없음,4.3,deposit,587
587,F05,오투저축은행,복리정기예금,일정기간 동안 목돈을 예치하고 만기에 이자를 지급 받는 거치식 상품,24개월이상,10만원이상,제한없음,3.9,deposit,588
588,F05,오투저축은행,회전식정기예금(단리),회전기간별 약정이율로 복리계산하여 이자 및 원금을 만기시점에 일시지급,36개월,10만원이상,제한없음,4.3,deposit,589
589,F05,오투저축은행,e-정기예금,일정기간 동안 목돈을 예치하고 매월 이자를 지급 받는 거치식 상품,12개월이상,10만원이상,제한없음,4.3,deposit,590
590,F05,오투저축은행,e-정기예금,일정기간 동안 목돈을 예치하고 매월 이자를 지급 받는 거치식 상품,24개월이상,10만원이상,제한없음,3.9,deposit,591
591,F05,오투저축은행,e-복리정기예금,일정기간 동안 목돈을 예치하고 만기에 이자를 지급 받는 거치식 상품,12개월이상,10만원이상,제한없음,4.3,deposit,592
592,F05,오투저축은행,e-복리정기예금,일정기간 동안 목돈을 예치하고 만기에 이자를 지급 받는 거치식 상품,24개월이상,10만원이상,제한없음,3.9,deposit,593
593,F05,오투저축은행,비대면 정기예금(단리),일정기간 동안 목돈을 예치하고 만기에 이자를 지급하는 거치식 상품,12개월이상,10만원이상,제한없음,4.3,deposit,594
594,003,기업은행,i-ONE 놀이터예금,스탬프 적립에 따라 우대금리를 제공하는 비대면전용 거치식예금 상품,6개월이상,1백만원 이상,3천만원까지 (동일인당한도3천만원),3.1,deposit,595
595,Z03,카카오뱅크,정기예금,"자유롭게 기간을 정하고, 일정한 금액을 한번에 예치하여 목돈을 굴리는 상품 ? 급하게 돈이 필요한 경우 해지 없이도 가입금액 중 일부를 출금할 수 있고, 자동해지, 자동연장 등 만기도 자동으로 관리 가능",1개월이상,100만원이상,제한없음,3.0,deposit,596
596,007,수협은행,일반정기예금,계약기간을 1개월이상 5년이하로 하는 거치식예금,6개월 이상,1만원 이상,제한없음,2.3,deposit,597
597,007,수협은행,일반정기예금,계약기간을 1개월이상 5년이하로 하는 거치식예금,24개월 이상,1만원 이상,제한없음,2.65,deposit,598
598,007,수협은행,일반정기예금,계약기간을 1개월이상 5년이하로 하는 거치식예금,36개월 이상,1만원 이상,제한없음,2.7,deposit,599
599,D07,머스트삼일저축은행,정기예금 단리식,일정금액을 일정기간 동안 예치하여 월 단위 정해진 이자를 받은 상품으로 목돈 운용에 적합,12개월 이상,10만원 이상,제한없음,3.8,deposit,600
600,088,신한은행,Tops보증 정기예금(기명식),서울보증보험㈜의 이행보증보험증권 발급과 관련 보증금액의 일정비율을 담보금으로 예치하기 위한 용도의 1년단위 회전형 정기예금,12개월 이상,1만원 이상,제한없음,2.65,deposit,601
601,F05,오투저축은행,비대면 정기예금(단리),일정기간 동안 목돈을 예치하고 만기에 이자를 지급하는 거치식 상품,6개월이상,10만원이상,제한없음,3.5,deposit,602
602,007,수협은행,일반정기예금,계약기간을 1개월이상 5년이하로 하는 거치식예금,3개월 이상,1만원 이상,제한없음,2.2,deposit,603
603,D07,머스트삼일저축은행,정기예금 단리식,일정금액을 일정기간 동안 예치하여 월 단위 정해진 이자를 받은 상품으로 목돈 운용에 적합,24개월 이상,10만원 이상,제한없음,2.8,deposit,604
604,088,신한은행,정기예금,목돈을 일정기간 동안 예치하여 안정적인 수익을 목적으로 하는 확정금리 예금상품,1개월 이상,1만원 이상,제한없음,2.1,deposit,605
605,088,신한은행,정기예금,목돈을 일정기간 동안 예치하여 안정적인 수익을 목적으로 하는 확정금리 예금상품,9개월 이상,1만원 이상,제한없음,2.55,deposit,606
606,A03,KB저축은행,정기예금,확정금리로 높은 수익을 누리는 정기예금,6개월 이상,100만원 이상,제한없음,2.5,deposit,607
607,088,신한은행,정기예금,목돈을 일정기간 동안 예치하여 안정적인 수익을 목적으로 하는 확정금리 예금상품,24개월 이상,1만원 이상,제한없음,2.7,deposit,608
608,088,신한은행,정기예금,목돈을 일정기간 동안 예치하여 안정적인 수익을 목적으로 하는 확정금리 예금상품,60개월,1만원 이상,제한없음,2.9,deposit,609
609,F05,오투저축은행,비대면 정기예금(단리),일정기간 동안 목돈을 예치하고 만기에 이자를 지급하는 거치식 상품,24개월이상,10만원이상,제한없음,3.9,deposit,610
610,032,부산은행,정기예금,"목돈을 일정기간 예치하여 매월 이자를 지급하거나 
만기에 일시금으로 수령하는 목돈운용상품",24개월 이상,100원,제한없음,2.7,deposit,611
611,F05,오투저축은행,비대면 정기예금(복리),일정기간 동안 목돈을 예치하고 만기에 이자를 지급하는 거치식 상품,12개월이상,10만원이상,제한없음,4.3,deposit,612
612,Z03,카카오뱅크,정기예금,"자유롭게 기간을 정하고, 일정한 금액을 한번에 예치하여 목돈을 굴리는 상품 ? 급하게 돈이 필요한 경우 해지 없이도 가입금액 중 일부를 출금할 수 있고, 자동해지, 자동연장 등 만기도 자동으로 관리 가능",6개월이상,100만원이상,제한없음,3.3,deposit,613
613,Z03,카카오뱅크,정기예금,"자유롭게 기간을 정하고, 일정한 금액을 한번에 예치하여 목돈을 굴리는 상품 ? 급하게 돈이 필요한 경우 해지 없이도 가입금액 중 일부를 출금할 수 있고, 자동해지, 자동연장 등 만기도 자동으로 관리 가능",12개월이상,100만원이상,제한없음,3.5,deposit,614
